pathway_id	pathway_name	source	jumper_idx	laggard_idx	log2_ratio_idx	n_contributing_taxa_jumper	n_contributing_taxa_laggard	top_jumper_taxa	top_laggard_taxa	method_note
map00362	Benzoate degradation	KEGG_GENOME	0.002410804385032747	0.0059220993468770446	-1.2962393854825134	78	109	Klebsiella variicola (7.56e-04); Flavobacterium jumunjinense (1.02e-04); Arcticibacterium luteifluviistationis (8.71e-05); Pseudoalteromonas phenolica (8.02e-05); Ralstonia pickettii (7.44e-05)	Pseudomonas alkylphenolica (4.11e-04); Cupriavidus necator (4.09e-04); Pseudomonas oryzihabitans (3.07e-04); Moraxella osloensis (2.84e-04); Pseudomonas azotoformans (2.72e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00363	Bisphenol degradation	KEGG_GENOME	6.421302887246193e-06	6.0488999092212974e-05	-3.0505839286781686	7	28	Salipiger aestuarii (1.29e-06); Pseudomonas alcaligenes (1.08e-06); Pseudomonas arcuscaelestis (1.08e-06); Pluralibacter pyrinus (1.07e-06); Sphingomonas koreensis (8.34e-07)	Pseudomonas alkylphenolica (1.64e-05); Pseudomonas aeruginosa (4.52e-06); Lysobacter brunescens (4.48e-06); Pseudomonas marincola (4.39e-06); Pseudomonas alcaligenes (2.82e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00364	Fluorobenzoate degradation	KEGG_GENOME	0.0002688128207208539	0.0005842199435235999	-1.1170200328686655	47	75	Klebsiella variicola (1.55e-04); Ralstonia pickettii (9.47e-06); Pluralibacter pyrinus (8.55e-06); Citrobacter koseri (7.25e-06); Pseudomonas alcaligenes (6.46e-06)	Pseudomonas alkylphenolica (5.75e-05); Cupriavidus necator (5.46e-05); Klebsiella variicola (4.29e-05); Pseudomonas azotoformans (4.29e-05); Stutzerimonas stutzeri (3.98e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00365	Furfural degradation	KEGG_GENOME	6.2454624027180285e-06	3.4330612644677887e-05	-2.28576909616719	2	4	Ralstonia pickettii (5.41e-06); Sphingomonas koreensis (8.34e-07)	Cupriavidus necator (2.34e-05); Cupriavidus plantarum (6.68e-06); Cupriavidus yeoncheonensis (3.34e-06); Paraburkholderia pallida (9.10e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00380	Tryptophan metabolism	KEGG_GENOME	0.0018654215185906463	0.005574210218247766	-1.5787513583163946	79	111	Klebsiella variicola (2.75e-04); Flavobacterium jumunjinense (1.66e-04); Arcticibacterium luteifluviistationis (1.06e-04); Citrobacter koseri (8.70e-05); Pseudoalteromonas phenolica (7.22e-05)	Cutibacterium acnes (6.48e-04); Moraxella osloensis (2.84e-04); Exiguobacterium aestuarii (2.63e-04); Flavobacterium haoranii (2.61e-04); Pseudomonas oryzihabitans (2.54e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG_GENOME	0.003444935240698373	0.009259569242288285	-1.4262052885951244	79	111	Klebsiella variicola (5.15e-04); Pectobacterium cacticida (2.97e-04); Flavobacterium jumunjinense (2.30e-04); Arcticibacterium luteifluviistationis (1.94e-04); Pseudoalteromonas phenolica (1.52e-04)	Cutibacterium acnes (1.81e-03); Moraxella osloensis (9.66e-04); Exiguobacterium aestuarii (4.17e-04); Flavobacterium haoranii (3.62e-04); Pseudomonas oryzihabitans (3.61e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00401	Novobiocin biosynthesis	KEGG_GENOME	0.000726588386133832	0.001815082996441275	-1.3196357166607717	79	110	Klebsiella variicola (1.37e-04); Pectobacterium cacticida (1.07e-04); Flavobacterium jumunjinense (3.83e-05); Arcticibacterium luteifluviistationis (2.90e-05); Citrobacter koseri (2.90e-05)	Cutibacterium acnes (3.89e-04); Moraxella osloensis (1.70e-04); Pectobacterium cacticida (9.25e-05); Pseudomonas oryzihabitans (8.01e-05); Flavobacterium haoranii (6.03e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00404	Staurosporine biosynthesis	KEGG_GENOME	4.411202739004832e-05	0.000156362446944249	-1.8025072673100533	13	16	Pseudoalteromonas phenolica (1.60e-05); Sphingomonas koreensis (6.67e-06); Pseudoalteromonas xiamenensis (5.80e-06); Thalassotalea marina (3.68e-06); Shewanella maritima (3.28e-06)	Massilia arenae (3.91e-05); Massilia terrae (2.85e-05); Massilia niastensis (2.14e-05); Massilia agri (1.42e-05); Brevundimonas aurantiaca (1.14e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00405	Phenazine biosynthesis	KEGG_GENOME	0.00035493944617495085	0.0012583337392038855	-1.8229569357730009	78	106	Pseudomonas alcaligenes (2.58e-05); Pseudomonas arcuscaelestis (2.58e-05); Flavobacterium jumunjinense (2.56e-05); Pseudoalteromonas phenolica (2.41e-05); Arcticibacterium luteifluviistationis (1.94e-05)	Moraxella osloensis (1.14e-04); Pseudomonas aeruginosa (1.08e-04); Pseudomonas alcaligenes (6.78e-05); Pseudomonas guangdongensis (5.42e-05); Pseudomonas zeshuii (5.42e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00410	beta-Alanine metabolism	KEGG_GENOME	0.001076762708632024	0.0030960244573112455	-1.5228432016574347	79	111	Klebsiella variicola (2.06e-04); Pectobacterium cacticida (7.14e-05); Citrobacter koseri (6.53e-05); Arcticibacterium luteifluviistationis (4.84e-05); Flavobacterium jumunjinense (3.83e-05)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (1.70e-04); Pseudomonas azotoformans (1.43e-04); Pseudomonas oryzihabitans (1.34e-04); Pseudomonas alkylphenolica (1.31e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00430	Taurine and hypotaurine metabolism	KEGG_GENOME	0.0006954206221823101	0.0018604221898808595	-1.4183744813732053	78	110	Klebsiella variicola (1.20e-04); Arcticibacterium luteifluviistationis (4.84e-05); Pectobacterium cacticida (4.76e-05); Pseudoalteromonas phenolica (4.01e-05); Citrobacter koseri (2.90e-05)	Cutibacterium acnes (3.89e-04); Moraxella osloensis (1.14e-04); Exiguobacterium aestuarii (8.78e-05); Cupriavidus necator (5.46e-05); Stutzerimonas stutzeri (5.31e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00440	Phosphonate and phosphinate metabolism	KEGG_GENOME	0.0006819341881565937	0.000973758797263414	-0.513298712075814	59	86	Klebsiella variicola (1.20e-04); Pectobacterium cacticida (1.07e-04); Citrobacter koseri (5.80e-05); Arcticibacterium luteifluviistationis (2.90e-05); Pectobacterium polaris (2.79e-05)	Pectobacterium cacticida (9.25e-05); Pseudomonas azotoformans (7.87e-05); Cupriavidus necator (4.29e-05); Pseudomonas aeruginosa (4.07e-05); Mariniblastus fucicola (3.85e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00450	Selenocompound metabolism	KEGG_GENOME	0.0018070566661256206	0.0033066413776246853	-0.8713629287228519	79	111	Klebsiella variicola (2.92e-04); Citrobacter koseri (1.45e-04); Pectobacterium cacticida (1.19e-04); Arcticibacterium luteifluviistationis (1.16e-04); Pseudoalteromonas phenolica (9.63e-05)	Cutibacterium acnes (3.89e-04); Moraxella osloensis (3.41e-04); Mariniblastus fucicola (1.28e-04); Flavobacterium haoranii (1.21e-04); Aeromonas dhakensis (1.04e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00460	Cyanoamino acid metabolism	KEGG_GENOME	0.000905641459651491	0.0022329656503139402	-1.301002962365555	79	111	Klebsiella variicola (1.37e-04); Flavobacterium jumunjinense (5.11e-05); Citrobacter koseri (5.08e-05); Arcticibacterium luteifluviistationis (4.84e-05); Pseudoalteromonas phenolica (4.81e-05)	Cutibacterium acnes (3.89e-04); Pseudomonas alkylphenolica (1.23e-04); Moraxella osloensis (1.14e-04); Exiguobacterium aestuarii (8.78e-05); Flavobacterium haoranii (8.04e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00470	D-Amino acid metabolism	KEGG_GENOME	0.0020809652057990485	0.005856573436181298	-1.492357177972921	79	111	Klebsiella variicola (3.95e-04); Pectobacterium cacticida (1.67e-04); Arcticibacterium luteifluviistationis (1.35e-04); Pseudoalteromonas phenolica (1.20e-04); Citrobacter koseri (1.09e-04)	Cutibacterium acnes (1.55e-03); Moraxella osloensis (3.98e-04); Pseudomonas oryzihabitans (2.27e-04); Exiguobacterium aestuarii (1.76e-04); Pseudomonas alkylphenolica (1.64e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00480	Glutathione metabolism	KEGG_GENOME	0.003088178069167031	0.007357783933508025	-1.2522443407615416	79	111	Klebsiella variicola (5.15e-04); Pectobacterium cacticida (2.50e-04); Pseudoalteromonas phenolica (2.49e-04); Citrobacter koseri (1.96e-04); Arcticibacterium luteifluviistationis (7.74e-05)	Cutibacterium acnes (9.07e-04); Moraxella osloensis (5.68e-04); Pseudomonas oryzihabitans (4.14e-04); Pseudomonas azotoformans (2.29e-04); Pseudomonas alkylphenolica (2.22e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00500	Starch and sucrose metabolism	KEGG_GENOME	0.004407109202407382	0.009831016976525098	-1.1573274424126945	79	110	Klebsiella variicola (1.20e-03); Citrobacter koseri (3.19e-04); Pectobacterium cacticida (2.62e-04); Arcticibacterium luteifluviistationis (1.94e-04); Pseudoalteromonas phenolica (1.68e-04)	Cutibacterium acnes (3.50e-03); Exiguobacterium aestuarii (7.46e-04); Pseudomonas oryzihabitans (3.87e-04); Cutibacterium namnetense (3.46e-04); Klebsiella variicola (3.34e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00510	N-Glycan biosynthesis	KEGG_GENOME	7.154668774594996e-05	0.0002641678483453965	-1.869924207011478	20	32	Arcticibacterium luteifluviistationis (1.94e-05); Flavobacterium jumunjinense (1.28e-05); Emticicia soli (6.33e-06); Mariniblastus fucicola (6.12e-06); Flavobacterium haoranii (4.79e-06)	Cutibacterium acnes (1.30e-04); Mariniblastus fucicola (2.57e-05); Flavobacterium haoranii (2.01e-05); Pseudomonas oryzihabitans (1.34e-05); Cutibacterium namnetense (1.28e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00511	Other glycan degradation	KEGG_GENOME	0.0004270059418756466	0.0018915985687118838	-2.1446657090137	49	41	Arcticibacterium luteifluviistationis (1.16e-04); Emticicia soli (3.80e-05); Phycisphaera mikurensis (2.66e-05); Pseudoalteromonas phenolica (2.41e-05); Mariniblastus fucicola (2.14e-05)	Cutibacterium acnes (1.42e-03); Cutibacterium namnetense (1.41e-04); Mariniblastus fucicola (8.99e-05); Aeromonas dhakensis (3.07e-05); Brachybacterium aquaticum (2.95e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00513	Various types of N-glycan biosynthesis	KEGG_GENOME	9.705806842390091e-05	0.000214264513016344	-1.1344022582224373	35	21	Arcticibacterium luteifluviistationis (1.94e-05); Emticicia soli (9.49e-06); Pseudoalteromonas phenolica (8.02e-06); Cyclobacterium qasimii (4.84e-06); Pontibacter roseus (4.05e-06)	Cutibacterium acnes (1.30e-04); Mariniblastus fucicola (1.28e-05); Cutibacterium namnetense (1.28e-05); Aeromonas dhakensis (1.23e-05); Lysobacter brunescens (8.96e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00514	Other types of O-glycan biosynthesis	KEGG_GENOME	8.616490484544798e-06	0.00014917705610561368	-3.9650101241117874	5	7	Methylococcus capsulatus (4.03e-06); Kytococcus sedentarius (1.38e-06); Pelagerythrobacter marensis (1.21e-06); Methylotenera mobilis (1.16e-06); Sphingomonas koreensis (8.34e-07)	Cutibacterium acnes (1.30e-04); Cutibacterium namnetense (1.28e-05); Janibacter endophyticus (2.40e-06); Brachybacterium aquaticum (2.27e-06); Limnoglobus roseus (8.74e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00515	Mannose type O-glycan biosynthesis	KEGG_GENOME	5.438984788020225e-06	0.00014697398759583639	-4.522366534361411	4	4	Methylococcus capsulatus (2.02e-06); Kytococcus sedentarius (1.38e-06); Pelagerythrobacter marensis (1.21e-06); Sphingomonas koreensis (8.34e-07)	Cutibacterium acnes (1.30e-04); Cutibacterium namnetense (1.28e-05); Janibacter endophyticus (2.40e-06); Brachybacterium aquaticum (2.27e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00520	Amino sugar and nucleotide sugar metabolism	KEGG_GENOME	0.0049982897672422024	0.013792861417983708	-1.464231322130768	79	111	Klebsiella variicola (7.38e-04); Citrobacter koseri (3.41e-04); Pectobacterium cacticida (3.33e-04); Arcticibacterium luteifluviistationis (3.29e-04); Pseudoalteromonas phenolica (2.73e-04)	Cutibacterium acnes (4.66e-03); Moraxella osloensis (8.52e-04); Exiguobacterium aestuarii (7.24e-04); Cutibacterium namnetense (4.61e-04); Mariniblastus fucicola (3.73e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00521	Streptomycin biosynthesis	KEGG_GENOME	0.0011840544708978712	0.0030164793930363924	-1.3483905445983126	79	110	Klebsiella variicola (1.72e-04); Arcticibacterium luteifluviistationis (9.68e-05); Flavobacterium jumunjinense (8.94e-05); Pectobacterium cacticida (7.14e-05); Pseudoalteromonas phenolica (6.42e-05)	Cutibacterium acnes (6.48e-04); Pseudomonas oryzihabitans (1.60e-04); Flavobacterium haoranii (1.41e-04); Mariniblastus fucicola (1.16e-04); Stutzerimonas stutzeri (8.63e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00523	Polyketide sugar unit biosynthesis	KEGG_GENOME	0.000578292776639453	0.001312289376364594	-1.1808202606023797	64	101	Flavobacterium jumunjinense (7.67e-05); Arcticibacterium luteifluviistationis (5.81e-05); Pectobacterium cacticida (4.76e-05); Klebsiella variicola (3.43e-05); Flavobacterium haoranii (2.87e-05)	Cutibacterium acnes (1.30e-04); Flavobacterium haoranii (1.21e-04); Pseudomonas oryzihabitans (1.07e-04); Stutzerimonas stutzeri (4.65e-05); Pectobacterium cacticida (4.11e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00524	Neomycin, kanamycin and gentamicin biosynthesis	KEGG_GENOME	0.00016036813959443481	0.0005690875898770048	-1.8208278339773405	62	90	Arcticibacterium luteifluviistationis (2.90e-05); Pseudoalteromonas phenolica (2.41e-05); Klebsiella variicola (1.72e-05); Citrobacter koseri (7.25e-06); Emticicia soli (6.33e-06)	Cutibacterium acnes (2.59e-04); Mariniblastus fucicola (2.57e-05); Cutibacterium namnetense (2.56e-05); Exiguobacterium aestuarii (2.19e-05); Massilia arenae (1.57e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00525	Acarbose and validamycin biosynthesis	KEGG_GENOME	0.00036341443582497203	0.0007118180148492027	-0.9679536873035759	63	100	Flavobacterium jumunjinense (5.11e-05); Klebsiella variicola (3.43e-05); Arcticibacterium luteifluviistationis (2.90e-05); Pectobacterium cacticida (2.38e-05); Flavobacterium haoranii (1.92e-05)	Cutibacterium acnes (1.30e-04); Flavobacterium haoranii (8.04e-05); Pseudomonas oryzihabitans (2.67e-05); Mariniblastus fucicola (2.57e-05); Pectobacterium cacticida (2.06e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00531	Glycosaminoglycan degradation	KEGG_GENOME	0.00034670715719747273	0.0010840059727908657	-1.641758315614797	73	103	Arcticibacterium luteifluviistationis (8.71e-05); Mariniblastus fucicola (2.76e-05); Klebsiella variicola (1.72e-05); Cyclobacterium qasimii (1.65e-05); Pseudoalteromonas phenolica (1.60e-05)	Cutibacterium acnes (5.18e-04); Mariniblastus fucicola (1.16e-04); Moraxella osloensis (5.68e-05); Cutibacterium namnetense (5.12e-05); Exiguobacterium aestuarii (4.39e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	KEGG_GENOME	0.0	9.410241353870245e-07	-0.9568180571482727	0	1		Anatilimnocola aggregata (9.41e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00540	Lipopolysaccharide biosynthesis	KEGG_GENOME	0.002336320954146105	0.004278360122196944	-0.8725392371623459	73	103	Klebsiella variicola (3.95e-04); Pectobacterium cacticida (2.38e-04); Citrobacter koseri (1.89e-04); Flavobacterium jumunjinense (1.28e-04); Pseudoalteromonas phenolica (8.02e-05)	Moraxella osloensis (5.68e-04); Pseudomonas oryzihabitans (2.27e-04); Pectobacterium cacticida (2.06e-04); Flavobacterium haoranii (2.01e-04); Pseudomonas alkylphenolica (1.56e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
