gene	module
XM_067122653.1	M2
XM_067122654.1	M1
XM_067122655.1	M1
XM_067122663.1	M1
XM_067122667.1	M1
XM_067122678.1	M1
XM_067122681.1	M1
XM_067122686.1	M1
XM_067122687.1	M1
XM_067122690.1	M1
XM_067122691.1	M1
XM_067122695.1	M2
XM_067122699.1	M1
XM_067122702.1	M1
XM_067122703.1	M1
XM_067122704.1	M1
XM_067122720.1	M2
XM_067122737.1	M1
XM_067122746.1	M4
XM_067122747.1	M1
XM_067122759.1	M1
XM_067122780.1	M1
XM_067122791.1	M1
XM_067122794.1	M2
XM_067122797.1	M7
XM_067122810.1	M7
XM_067122830.1	M8
XM_067122840.1	M2
XM_067122856.1	M1
XM_067122889.1	M1
XM_067122896.1	M5
XM_067122910.1	M5
XM_067122937.1	M1
XM_067122957.1	M1
XM_067122958.1	M1
XM_067122990.1	M1
XM_067122994.1	M1
XM_067122998.1	M1
XM_067123001.1	M2
XM_067123002.1	M5
XM_067123010.1	M6
XM_067123011.1	M1
XM_067123017.1	M8
XM_067123022.1	M5
XM_067123023.1	M4
XM_067123024.1	M4
XM_067123025.1	M6
XM_067123033.1	M1
XM_067123034.1	M1
XM_067123035.1	M1
XM_067123036.1	M1
XM_067123043.1	M5
XM_067123044.1	M1
XM_067123046.1	M2
XM_067123049.1	M1
XM_067123050.1	M4
XM_067123051.1	M7
XM_067123052.1	M2
XM_067123055.1	M7
XM_067123057.1	M7
XM_067123061.1	M2
XM_067123062.1	M1
XM_067123063.1	M2
XM_067123064.1	M2
XM_067123066.1	M2
XM_067123067.1	M7
XM_067123068.1	M2
XM_067123071.1	M4
XM_067123078.1	M7
XM_067123082.1	M2
XM_067123083.1	M13
XM_067123084.1	M13
XM_067123090.1	M7
XM_067123093.1	M1
XM_067123095.1	M2
XM_067123101.1	M1
XM_067123106.1	M1
XM_067123107.1	M6
XM_067123116.1	M2
XM_067123118.1	M2
XM_067123120.1	M2
XM_067123123.1	M5
XM_067123127.1	M12
XM_067123128.1	M12
XM_067123129.1	M4
XM_067123139.1	M1
XM_067123140.1	M1
XM_067123141.1	M1
XM_067123143.1	M1
XM_067123144.1	M3
XM_067123160.1	M1
XM_067123161.1	M9
XM_067123163.1	M1
XM_067123169.1	M2
XM_067123175.1	M1
XM_067123178.1	M2
XM_067123179.1	M0
XM_067123181.1	M2
XM_067123184.1	M3
XM_067123190.1	M1
XM_067123191.1	M1
XM_067123196.1	M2
XM_067123215.1	M1
XM_067123216.1	M7
XM_067123217.1	M7
XM_067123218.1	M7
XM_067123219.1	M1
XM_067123224.1	M7
XM_067123226.1	M2
XM_067123227.1	M2
XM_067123230.1	M2
XM_067123232.1	M7
XM_067123237.1	M7
XM_067123239.1	M1
XM_067123241.1	M1
XM_067123252.1	M1
XM_067123255.1	M1
XM_067123262.1	M1
XM_067123267.1	M2
XM_067123269.1	M1
XM_067123270.1	M1
XM_067123271.1	M2
XM_067123273.1	M1
XM_067123274.1	M1
XM_067123278.1	M1
XM_067123279.1	M1
XM_067123280.1	M3
XM_067123282.1	M1
XM_067123285.1	M2
XM_067123288.1	M3
XM_067123292.1	M4
XM_067123293.1	M4
XM_067123294.1	M2
XM_067123295.1	M2
XM_067123297.1	M2
XM_067123300.1	M2
XM_067123302.1	M2
XM_067123304.1	M18
XM_067123310.1	M1
XM_067123311.1	M1
XM_067123312.1	M5
XM_067123313.1	M3
XM_067123316.1	M1
XM_067123322.1	M1
XM_067123325.1	M1
XM_067123326.1	M1
XM_067123329.1	M1
XM_067123330.1	M5
XM_067123335.1	M2
XM_067123341.1	M1
XM_067123347.1	M5
XM_067123348.1	M1
XM_067123352.1	M2
XM_067123361.1	M1
XM_067123362.1	M7
XM_067123364.1	M3
XM_067123370.1	M2
XM_067123371.1	M2
XM_067123372.1	M1
XM_067123373.1	M1
XM_067123380.1	M1
XM_067123383.1	M1
XM_067123402.1	M1
XM_067123403.1	M1
XM_067123404.1	M1
XM_067123406.1	M1
XM_067123409.1	M1
XM_067123410.1	M7
XM_067123411.1	M2
XM_067123413.1	M1
XM_067123414.1	M1
XM_067123416.1	M1
XM_067123419.1	M7
XM_067123422.1	M2
XM_067123423.1	M3
XM_067123424.1	M3
XM_067123426.1	M1
XM_067123433.1	M1
XM_067123434.1	M7
XM_067123435.1	M1
XM_067123436.1	M2
XM_067123438.1	M2
XM_067123439.1	M2
XM_067123440.1	M3
XM_067123441.1	M2
XM_067123442.1	M2
XM_067123444.1	M1
XM_067123446.1	M1
XM_067123451.1	M1
XM_067123453.1	M1
XM_067123455.1	M1
XM_067123456.1	M1
XM_067123457.1	M7
XM_067123458.1	M2
XM_067123459.1	M3
XM_067123461.1	M1
XM_067123462.1	M1
XM_067123472.1	M1
XM_067123473.1	M1
XM_067123474.1	M1
XM_067123476.1	M1
XM_067123478.1	M1
XM_067123481.1	M1
XM_067123482.1	M2
XM_067123485.1	M1
XM_067123486.1	M3
XM_067123487.1	M1
XM_067123495.1	M1
XM_067123497.1	M8
XM_067123503.1	M1
XM_067123508.1	M1
XM_067123517.1	M1
XM_067123518.1	M1
XM_067123523.1	M2
XM_067123524.1	M5
XM_067123528.1	M1
XM_067123529.1	M1
XM_067123530.1	M1
XM_067123532.1	M1
XM_067123535.1	M1
XM_067123536.1	M1
XM_067123539.1	M2
XM_067123540.1	M2
XM_067123541.1	M2
XM_067123544.1	M1
XM_067123545.1	M3
XM_067123547.1	M1
XM_067123550.1	M3
XM_067123551.1	M4
XM_067123552.1	M3
XM_067123553.1	M1
XM_067123558.1	M1
XM_067123559.1	M2
XM_067123562.1	M1
XM_067123571.1	M0
XM_067123572.1	M1
XM_067123582.1	M4
XM_067123583.1	M2
XM_067123584.1	M4
XM_067123585.1	M4
XM_067123587.1	M12
XM_067123588.1	M12
XM_067123589.1	M12
XM_067123590.1	M12
XM_067123596.1	M4
XM_067123601.1	M12
XM_067123611.1	M3
XM_067123630.1	M3
XM_067123639.1	M1
XM_067123645.1	M12
XM_067123647.1	M10
XM_067123648.1	M1
XM_067123649.1	M1
XM_067123650.1	M1
XM_067123653.1	M3
XM_067123654.1	M7
XM_067123655.1	M7
XM_067123656.1	M2
XM_067123665.1	M2
XM_067123666.1	M1
XM_067123667.1	M1
XM_067123668.1	M1
XM_067123669.1	M1
XM_067123679.1	M1
XM_067123688.1	M3
XM_067123689.1	M10
XM_067123690.1	M10
XM_067123691.1	M10
XM_067123692.1	M17
XM_067123721.1	M5
XM_067123722.1	M2
XM_067123727.1	M4
XM_067123728.1	M7
XM_067123729.1	M17
XM_067123733.1	M10
XM_067123736.1	M3
XM_067123750.1	M1
XM_067123751.1	M1
XM_067123759.1	M1
XM_067123762.1	M13
XM_067123763.1	M1
XM_067123764.1	M13
XM_067123765.1	M1
XM_067123766.1	M1
XM_067123768.1	M7
XM_067123769.1	M2
XM_067123770.1	M2
XM_067123771.1	M1
XM_067123776.1	M3
XM_067123779.1	M1
XM_067123783.1	M1
XM_067123785.1	M4
XM_067123786.1	M2
XM_067123792.1	M1
XM_067123800.1	M3
XM_067123801.1	M2
XM_067123802.1	M3
XM_067123807.1	M1
XM_067123808.1	M2
XM_067123810.1	M2
XM_067123811.1	M2
XM_067123812.1	M2
XM_067123813.1	M2
XM_067123814.1	M1
XM_067123816.1	M2
XM_067123817.1	M3
XM_067123818.1	M2
XM_067123819.1	M4
XM_067123820.1	M1
XM_067123822.1	M4
XM_067123823.1	M1
XM_067123832.1	M1
XM_067123833.1	M8
XM_067123834.1	M1
XM_067123835.1	M6
XM_067123837.1	M1
XM_067123841.1	M1
XM_067123843.1	M1
XM_067123859.1	M2
XM_067123862.1	M1
XM_067123865.1	M1
XM_067123866.1	M5
XM_067123867.1	M1
XM_067123868.1	M1
XM_067123870.1	M2
XM_067123872.1	M1
XM_067123874.1	M2
XM_067123876.1	M2
XM_067123877.1	M7
XM_067123878.1	M2
XM_067123879.1	M2
XM_067123884.1	M2
XM_067123899.1	M1
XM_067123901.1	M1
XM_067123902.1	M1
XM_067123903.1	M11
XM_067123905.1	M10
XM_067123908.1	M1
XM_067123909.1	M1
XM_067123910.1	M2
XM_067123911.1	M1
XM_067123913.1	M1
XM_067123914.1	M7
XM_067123916.1	M1
XM_067123920.1	M6
XM_067123921.1	M1
XM_067123923.1	M1
XM_067123933.1	M1
XM_067123936.1	M9
XM_067123937.1	M5
XM_067123938.1	M2
XM_067123941.1	M1
XM_067123943.1	M1
XM_067123945.1	M2
XM_067123947.1	M1
XM_067123952.1	M1
XM_067123959.1	M4
XM_067123960.1	M1
XM_067123967.1	M18
XM_067123971.1	M1
XM_067123994.1	M7
XM_067123998.1	M1
XM_067124006.1	M2
XM_067124012.1	M7
XM_067124013.1	M2
XM_067124019.1	M1
XM_067124046.1	M7
XM_067124047.1	M7
XM_067124068.1	M1
XM_067124071.1	M1
XM_067124072.1	M1
XM_067124073.1	M1
XM_067124092.1	M1
XM_067124093.1	M1
XM_067124094.1	M4
XM_067124098.1	M2
XM_067124099.1	M3
XM_067124101.1	M1
XM_067124103.1	M1
XM_067124107.1	M1
XM_067124110.1	M1
XM_067124111.1	M3
XM_067124113.1	M2
XM_067124114.1	M1
XM_067124116.1	M6
XM_067124117.1	M8
XM_067124119.1	M14
XM_067124120.1	M1
XM_067124121.1	M2
XM_067124122.1	M1
XM_067124160.1	M10
XM_067124166.1	M1
XM_067124176.1	M1
XM_067124177.1	M1
XM_067124180.1	M1
XM_067124181.1	M1
XM_067124186.1	M13
XM_067124187.1	M1
XM_067124188.1	M1
XM_067124191.1	M1
XM_067124192.1	M1
XM_067124193.1	M1
XM_067124195.1	M1
XM_067124201.1	M2
XM_067124204.1	M12
XM_067124206.1	M1
XM_067124217.1	M1
XM_067124218.1	M1
XM_067124219.1	M4
XM_067124220.1	M3
XM_067124222.1	M4
XM_067124223.1	M6
XM_067124224.1	M1
XM_067124225.1	M4
XM_067124226.1	M7
XM_067124227.1	M5
XM_067124229.1	M1
XM_067124230.1	M1
XM_067124256.1	M7
XM_067124266.1	M1
XM_067124267.1	M8
XM_067124269.1	M1
XM_067124270.1	M7
XM_067124271.1	M7
XM_067124272.1	M1
XM_067124273.1	M1
XM_067124274.1	M1
XM_067124281.1	M6
XM_067124290.1	M8
XM_067124299.1	M1
XM_067124303.1	M7
XM_067124305.1	M1
XM_067124306.1	M1
XM_067124309.1	M2
XM_067124313.1	M1
XM_067124315.1	M3
XM_067124316.1	M1
XM_067124317.1	M1
XM_067124320.1	M1
XM_067124323.1	M1
XM_067124324.1	M1
XM_067124326.1	M7
XM_067124327.1	M2
XM_067124331.1	M6
XM_067124333.1	M3
XM_067124341.1	M6
XM_067124350.1	M3
XM_067124351.1	M6
XM_067124364.1	M1
XM_067124400.1	M1
XM_067124402.1	M7
XM_067124413.1	M4
XM_067124414.1	M7
XM_067124419.1	M1
XM_067124422.1	M1
XM_067124427.1	M5
XM_067124428.1	M5
XM_067124431.1	M2
XM_067124439.1	M1
XM_067124447.1	M3
XM_067124448.1	M3
XM_067124450.1	M14
XM_067124451.1	M5
XM_067124452.1	M6
XM_067124463.1	M4
XM_067124465.1	M4
XM_067124468.1	M1
XM_067124469.1	M1
XM_067124471.1	M1
XM_067124473.1	M1
XM_067124474.1	M3
XM_067124475.1	M5
XM_067124480.1	M2
XM_067124483.1	M2
XM_067124497.1	M2
XM_067124505.1	M2
XM_067124506.1	M2
XM_067124517.1	M2
XM_067124522.1	M1
XM_067124570.1	M3
XM_067124573.1	M2
XM_067124574.1	M2
XM_067124575.1	M2
XM_067124580.1	M2
XM_067124581.1	M7
XM_067124583.1	M1
XM_067124590.1	M1
XM_067124604.1	M2
XM_067124605.1	M3
XM_067124608.1	M1
XM_067124610.1	M1
XM_067124619.1	M1
XM_067124620.1	M3
XM_067124622.1	M1
XM_067124623.1	M1
XM_067124631.1	M4
XM_067124634.1	M1
XM_067124641.1	M1
XM_067124645.1	M1
XM_067124646.1	M6
XM_067124659.1	M1
XM_067124660.1	M1
XM_067124663.1	M1
XM_067124674.1	M4
XM_067124681.1	M4
XM_067124682.1	M4
XM_067124689.1	M2
XM_067124690.1	M2
XM_067124691.1	M5
XM_067124693.1	M5
XM_067124694.1	M1
XM_067124695.1	M1
XM_067124697.1	M1
XM_067124698.1	M11
XM_067124701.1	M1
XM_067124702.1	M8
XM_067124706.1	M1
XM_067124707.1	M2
XM_067124708.1	M1
XM_067124710.1	M1
XM_067124714.1	M1
XM_067124715.1	M2
XM_067124717.1	M7
XM_067124718.1	M7
XM_067124719.1	M7
XM_067124720.1	M1
XM_067124725.1	M7
XM_067124726.1	M7
XM_067124728.1	M7
XM_067124729.1	M7
XM_067124730.1	M2
XM_067124736.1	M1
XM_067124755.1	M1
XM_067124762.1	M3
XM_067124763.1	M1
XM_067124784.1	M1
XM_067124785.1	M2
XM_067124786.1	M2
XM_067124787.1	M1
XM_067124788.1	M2
XM_067124789.1	M2
XM_067124790.1	M10
XM_067124791.1	M1
XM_067124792.1	M3
XM_067124804.1	M3
XM_067124815.1	M9
XM_067124816.1	M1
XM_067124817.1	M1
XM_067124818.1	M4
XM_067124821.1	M3
XM_067124827.1	M1
XM_067124829.1	M6
XM_067124830.1	M4
XM_067124831.1	M6
XM_067124835.1	M1
XM_067124836.1	M2
XM_067124837.1	M1
XM_067124839.1	M1
XM_067124840.1	M1
XM_067124850.1	M2
XM_067124851.1	M7
XM_067124852.1	M7
XM_067124857.1	M1
XM_067124862.1	M12
XM_067124863.1	M2
XM_067124865.1	M3
XM_067124867.1	M1
XM_067124869.1	M1
XM_067124871.1	M1
XM_067124874.1	M3
XM_067124875.1	M1
XM_067124876.1	M10
XM_067124879.1	M4
XM_067124882.1	M1
XM_067124883.1	M1
XM_067124884.1	M1
XM_067124885.1	M1
XM_067124889.1	M1
XM_067124890.1	M2
XM_067124891.1	M1
XM_067124892.1	M7
XM_067124893.1	M2
XM_067124894.1	M1
XM_067124895.1	M0
XM_067124898.1	M1
XM_067124900.1	M1
XM_067124903.1	M1
XM_067124912.1	M1
XM_067124914.1	M6
XM_067124917.1	M6
XM_067124918.1	M15
XM_067124955.1	M1
XM_067124973.1	M1
XM_067124976.1	M4
XM_067124988.1	M1
XM_067124990.1	M2
XM_067124991.1	M8
XM_067124992.1	M5
XM_067124996.1	M1
XM_067125001.1	M7
XM_067125018.1	M7
XM_067125053.1	M2
XM_067125073.1	M1
XM_067125080.1	M1
XM_067125093.1	M3
XM_067125111.1	M2
XM_067125112.1	M13
XM_067125113.1	M13
XM_067125115.1	M2
XM_067125126.1	M2
XM_067125130.1	M2
XM_067125138.1	M7
XM_067125152.1	M2
XM_067125155.1	M1
XM_067125156.1	M1
XM_067125160.1	M2
XM_067125165.1	M2
XM_067125168.1	M2
XM_067125174.1	M1
XM_067125179.1	M1
XM_067125188.1	M1
XM_067125196.1	M2
XM_067125197.1	M3
XM_067125199.1	M2
XM_067125205.1	M2
XM_067125206.1	M2
XM_067125207.1	M2
XM_067125208.1	M1
XM_067125212.1	M3
XM_067125214.1	M7
XM_067125216.1	M6
XM_067125221.1	M1
XM_067125223.1	M1
XM_067125226.1	M1
XM_067125227.1	M1
XM_067125228.1	M1
XM_067125229.1	M6
XM_067125231.1	M6
XM_067125235.1	M1
XM_067125241.1	M4
XM_067125242.1	M2
XM_067125245.1	M7
XM_067125247.1	M4
XM_067125248.1	M1
XM_067125259.1	M3
XM_067125260.1	M8
XM_067125261.1	M1
XM_067125265.1	M1
XM_067125266.1	M1
XM_067125267.1	M1
XM_067125268.1	M3
XM_067125279.1	M1
XM_067125280.1	M1
XM_067125281.1	M2
XM_067125289.1	M1
XM_067125290.1	M1
XM_067125291.1	M7
XM_067125292.1	M2
XM_067125295.1	M6
XM_067125296.1	M1
XM_067125297.1	M1
XM_067125299.1	M1
XM_067125300.1	M6
XM_067125302.1	M1
XM_067125303.1	M1
XM_067125304.1	M1
XM_067125308.1	M1
XM_067125309.1	M1
XM_067125310.1	M9
XM_067125321.1	M2
XM_067125322.1	M2
XM_067125323.1	M1
XM_067125324.1	M1
XM_067125325.1	M1
XM_067125343.1	M1
XM_067125348.1	M6
XM_067125349.1	M1
XM_067125357.1	M8
XM_067125358.1	M1
XM_067125359.1	M5
XM_067125360.1	M5
XM_067125361.1	M2
XM_067125362.1	M4
XM_067125363.1	M0
XM_067125364.1	M2
XM_067125365.1	M7
XM_067125373.1	M2
XM_067125375.1	M1
XM_067125380.1	M4
XM_067125381.1	M1
XM_067125389.1	M1
XM_067125392.1	M12
XM_067125395.1	M12
XM_067125404.1	M7
XM_067125406.1	M7
XM_067125407.1	M7
XM_067125408.1	M1
XM_067125409.1	M1
XM_067125410.1	M1
XM_067125412.1	M1
XM_067125419.1	M4
XM_067125420.1	M4
XM_067125430.1	M1
XM_067125437.1	M1
XM_067125439.1	M2
XM_067125440.1	M2
XM_067125449.1	M1
XM_067125450.1	M1
XM_067125451.1	M1
XM_067125460.1	M1
XM_067125462.1	M18
XM_067125463.1	M6
XM_067125473.1	M5
XM_067125488.1	M1
XM_067125503.1	M1
XM_067125506.1	M1
XM_067125507.1	M1
XM_067125509.1	M5
XM_067125512.1	M5
XM_067125522.1	M1
XM_067125523.1	M1
XM_067125526.1	M6
XM_067125528.1	M1
XM_067125529.1	M1
XM_067125530.1	M1
XM_067125534.1	M1
XM_067125536.1	M13
XM_067125538.1	M1
XM_067125539.1	M1
XM_067125540.1	M2
XM_067125541.1	M2
XM_067125542.1	M2
XM_067125543.1	M2
XM_067125544.1	M2
XM_067125546.1	M7
XM_067125547.1	M7
XM_067125551.1	M3
XM_067125558.1	M4
XM_067125561.1	M1
XM_067125562.1	M1
XM_067125565.1	M2
XM_067125566.1	M0
XM_067125569.1	M7
XM_067125575.1	M2
XM_067125578.1	M2
XM_067125585.1	M2
XM_067125588.1	M2
XM_067125597.1	M3
XM_067125599.1	M2
XM_067125601.1	M2
XM_067125606.1	M1
XM_067125610.1	M2
XM_067125611.1	M7
XM_067125612.1	M1
XM_067125616.1	M11
XM_067125618.1	M4
XM_067125619.1	M4
XM_067125620.1	M1
XM_067125623.1	M1
XM_067125627.1	M4
XM_067125628.1	M10
XM_067125632.1	M4
XM_067125634.1	M2
XM_067125635.1	M2
XM_067125636.1	M2
XM_067125641.1	M1
XM_067125642.1	M3
XM_067125643.1	M9
XM_067125648.1	M1
XM_067125649.1	M1
XM_067125657.1	M1
XM_067125689.1	M4
XM_067125719.1	M6
XM_067125737.1	M3
XM_067125739.1	M6
XM_067125749.1	M1
XM_067125750.1	M2
XM_067125753.1	M5
XM_067125755.1	M5
XM_067125756.1	M3
XM_067125778.1	M2
XM_067125779.1	M1
XM_067125781.1	M1
XM_067125783.1	M1
XM_067125788.1	M4
XM_067125789.1	M7
XM_067125790.1	M3
XM_067125791.1	M2
XM_067125792.1	M2
XM_067125794.1	M1
XM_067125800.1	M1
XM_067125801.1	M1
XM_067125810.1	M1
XM_067125812.1	M1
XM_067125813.1	M0
XM_067125815.1	M1
XM_067125817.1	M1
XM_067125818.1	M8
XM_067125822.1	M2
XM_067125824.1	M1
XM_067125825.1	M2
XM_067125826.1	M2
XM_067125827.1	M1
XM_067125832.1	M1
XM_067125839.1	M8
XM_067125843.1	M2
XM_067125848.1	M1
XM_067125849.1	M1
XM_067125856.1	M1
XM_067125858.1	M1
XM_067125861.1	M2
XM_067125863.1	M2
XM_067125864.1	M2
XM_067125866.1	M2
XM_067125868.1	M2
XM_067125869.1	M2
XM_067125871.1	M2
XM_067125872.1	M1
XM_067125875.1	M1
XM_067125881.1	M2
XM_067125883.1	M6
XM_067125889.1	M1
XM_067125891.1	M8
XM_067125902.1	M3
XM_067125903.1	M1
XM_067125919.1	M3
XM_067125920.1	M7
XM_067125921.1	M7
XM_067125926.1	M2
XM_067125927.1	M2
XM_067125928.1	M3
XM_067125964.1	M1
XM_067125976.1	M7
XM_067125977.1	M0
XM_067125991.1	M1
XM_067125992.1	M3
XM_067125997.1	M7
XM_067125999.1	M2
XM_067126005.1	M6
XM_067126006.1	M2
XM_067126011.1	M3
XM_067126012.1	M1
XM_067126013.1	M1
XM_067126014.1	M4
XM_067126016.1	M1
XM_067126017.1	M1
XM_067126019.1	M1
XM_067126020.1	M2
XM_067126021.1	M1
XM_067126023.1	M1
XM_067126027.1	M1
XM_067126028.1	M1
XM_067126029.1	M1
XM_067126032.1	M1
XM_067126034.1	M1
XM_067126038.1	M3
XM_067126039.1	M4
XM_067126042.1	M5
XM_067126044.1	M3
XM_067126048.1	M3
XM_067126049.1	M1
XM_067126050.1	M6
XM_067126056.1	M7
XM_067126079.1	M3
XM_067126103.1	M1
XM_067126109.1	M1
XM_067126110.1	M2
XM_067126123.1	M7
XM_067126130.1	M3
XM_067126133.1	M1
XM_067126138.1	M1
XM_067126161.1	M3
XM_067126162.1	M1
XM_067126166.1	M1
XM_067126170.1	M2
XM_067126173.1	M3
XM_067126178.1	M2
XM_067126179.1	M5
XM_067126182.1	M3
XM_067126183.1	M2
XM_067126185.1	M2
XM_067126186.1	M2
XM_067126191.1	M6
XM_067126192.1	M4
XM_067126197.1	M3
XM_067126198.1	M3
XM_067126202.1	M1
XM_067126209.1	M2
XM_067126210.1	M2
XM_067126213.1	M2
XM_067126215.1	M2
XM_067126217.1	M1
XM_067126220.1	M3
XM_067126222.1	M3
XM_067126224.1	M2
XM_067126225.1	M2
XM_067126229.1	M1
XM_067126232.1	M1
XM_067126235.1	M3
XM_067126236.1	M1
XM_067126241.1	M1
XM_067126242.1	M1
XM_067126259.1	M2
XM_067126260.1	M2
XM_067126261.1	M2
XM_067126262.1	M2
XM_067126263.1	M2
XM_067126266.1	M1
XM_067126270.1	M2
XM_067126273.1	M7
XM_067126274.1	M2
XM_067126275.1	M1
XM_067126277.1	M0
XM_067126278.1	M2
XM_067126280.1	M1
XM_067126282.1	M1
XM_067126283.1	M1
XM_067126284.1	M1
XM_067126286.1	M1
XM_067126287.1	M1
XM_067126288.1	M1
XM_067126289.1	M1
XM_067126295.1	M6
XM_067126305.1	M1
XM_067126306.1	M10
XM_067126307.1	M4
XM_067126312.1	M1
XM_067126315.1	M1
XM_067126316.1	M2
XM_067126318.1	M2
XM_067126329.1	M1
XM_067126334.1	M1
XM_067126343.1	M1
XM_067126344.1	M1
XM_067126345.1	M1
XM_067126347.1	M1
XM_067126352.1	M2
XM_067126354.1	M1
XM_067126355.1	M1
XM_067126356.1	M1
XM_067126362.1	M3
XM_067126364.1	M2
XM_067126365.1	M3
XM_067126366.1	M1
XM_067126367.1	M1
XM_067126375.1	M1
XM_067126376.1	M1
XM_067126377.1	M1
XM_067126378.1	M1
XM_067126380.1	M1
XM_067126384.1	M1
XM_067126385.1	M1
XM_067126390.1	M1
XM_067126391.1	M1
XM_067126392.1	M1
XM_067126394.1	M1
XM_067126397.1	M1
XM_067126400.1	M1
XM_067126403.1	M3
XM_067126406.1	M1
XM_067126409.1	M6
XM_067126417.1	M3
XM_067126419.1	M2
XM_067126420.1	M0
XM_067126422.1	M7
XM_067126429.1	M10
XM_067126431.1	M1
XM_067126434.1	M1
XM_067126438.1	M1
XM_067126449.1	M1
XM_067126451.1	M1
XM_067126458.1	M1
XM_067126461.1	M4
XM_067126462.1	M1
XM_067126463.1	M1
XM_067126466.1	M1
XM_067126478.1	M1
XM_067126481.1	M2
XM_067126484.1	M1
XM_067126486.1	M1
XM_067126495.1	M1
XM_067126496.1	M1
XM_067126500.1	M1
XM_067126503.1	M1
XM_067126508.1	M1
XM_067126510.1	M3
XM_067126512.1	M1
XM_067126516.1	M4
XM_067126518.1	M6
XM_067126520.1	M2
XM_067126523.1	M4
XM_067126524.1	M2
XM_067126525.1	M7
XM_067126526.1	M7
XM_067126527.1	M2
XM_067126528.1	M1
XM_067126529.1	M1
XM_067126530.1	M1
XM_067126531.1	M1
XM_067126533.1	M2
XM_067126536.1	M2
XM_067126570.1	M7
XM_067126572.1	M1
XM_067126583.1	M7
XM_067126589.1	M7
XM_067126606.1	M1
XM_067126608.1	M1
XM_067126630.1	M5
XM_067126636.1	M1
XM_067126649.1	M4
XM_067126652.1	M2
XM_067126653.1	M2
XM_067126663.1	M9
XM_067126664.1	M7
XM_067126691.1	M5
XM_067126692.1	M3
XM_067126713.1	M1
XM_067126735.1	M2
XM_067126736.1	M3
XM_067126745.1	M1
XM_067126750.1	M1
XM_067126751.1	M3
XM_067126752.1	M1
XM_067126768.1	M7
XM_067126769.1	M2
XM_067126771.1	M1
XM_067126773.1	M7
XM_067126774.1	M2
XM_067126782.1	M1
XM_067126786.1	M1
XM_067126787.1	M1
XM_067126791.1	M1
XM_067126812.1	M1
XM_067126813.1	M1
XM_067126814.1	M1
XM_067126818.1	M3
XM_067126820.1	M1
XM_067126821.1	M1
XM_067126824.1	M1
XM_067126825.1	M1
XM_067126827.1	M1
XM_067126828.1	M1
XM_067126830.1	M1
XM_067126831.1	M4
XM_067126832.1	M2
XM_067126833.1	M2
XM_067126868.1	M6
XM_067126875.1	M9
XM_067126876.1	M5
XM_067126889.1	M1
XM_067126895.1	M1
XM_067126898.1	M3
XM_067126899.1	M2
XM_067126900.1	M2
XM_067126903.1	M1
XM_067126905.1	M1
XM_067126909.1	M1
XM_067126910.1	M1
XM_067126916.1	M2
XM_067126925.1	M2
XM_067126927.1	M4
XM_067126928.1	M1
XM_067126929.1	M2
XM_067126930.1	M1
XM_067126931.1	M1
XM_067126933.1	M1
XM_067126934.1	M1
XM_067126936.1	M1
XM_067126938.1	M1
XM_067126941.1	M4
XM_067126942.1	M3
XM_067126944.1	M1
XM_067126946.1	M8
XM_067126947.1	M2
XM_067126948.1	M2
XM_067126949.1	M1
XM_067126950.1	M1
XM_067126951.1	M1
XM_067126953.1	M1
XM_067126954.1	M1
XM_067126960.1	M2
XM_067126961.1	M2
XM_067126962.1	M2
XM_067126963.1	M1
XM_067126964.1	M1
XM_067126966.1	M1
XM_067126967.1	M2
XM_067126975.1	M2
XM_067126978.1	M7
XM_067126983.1	M2
XM_067126986.1	M1
XM_067126988.1	M1
XM_067126989.1	M1
XM_067126990.1	M6
XM_067126991.1	M3
XM_067126992.1	M1
XM_067126993.1	M1
XM_067126994.1	M1
XM_067126995.1	M4
XM_067127003.1	M1
XM_067127011.1	M1
XM_067127012.1	M1
XM_067127013.1	M1
XM_067127014.1	M1
XM_067127015.1	M7
XM_067127016.1	M5
XM_067127017.1	M2
XM_067127018.1	M3
XM_067127019.1	M4
XM_067127020.1	M2
XM_067127021.1	M1
XM_067127022.1	M1
XM_067127023.1	M1
XM_067127025.1	M5
XM_067127031.1	M1
XM_067127033.1	M1
XM_067127034.1	M6
XM_067127035.1	M1
XM_067127036.1	M1
XM_067127037.1	M3
XM_067127046.1	M5
XM_067127051.1	M1
XM_067127052.1	M6
XM_067127053.1	M1
XM_067127055.1	M1
XM_067127056.1	M5
XM_067127057.1	M2
XM_067127058.1	M2
XM_067127061.1	M5
XM_067127068.1	M6
XM_067127077.1	M3
XM_067127085.1	M2
XM_067127088.1	M2
XM_067127093.1	M2
XM_067127094.1	M2
XM_067127095.1	M2
XM_067127098.1	M1
XM_067127102.1	M6
XM_067127103.1	M3
XM_067127105.1	M4
XM_067127106.1	M1
XM_067127107.1	M1
XM_067127111.1	M6
XM_067127113.1	M2
XM_067127123.1	M1
XM_067127128.1	M2
XM_067127129.1	M1
XM_067127130.1	M1
XM_067127136.1	M1
XM_067127137.1	M1
XM_067127138.1	M1
XM_067127139.1	M1
XM_067127140.1	M1
XM_067127148.1	M2
XM_067127150.1	M1
XM_067127153.1	M5
XM_067127154.1	M9
XM_067127155.1	M2
XM_067127156.1	M2
XM_067127159.1	M1
XM_067127161.1	M8
XM_067127171.1	M3
XM_067127177.1	M2
XM_067127180.1	M1
XM_067127181.1	M9
XM_067127198.1	M1
