gene	module
XM_067090628.1	M7
XM_067090634.1	M1
XM_067090635.1	M1
XM_067090637.1	M1
XM_067090643.1	M1
XM_067090649.1	M1
XM_067090650.1	M1
XM_067090651.1	M1
XM_067090652.1	M1
XM_067090653.1	M1
XM_067090660.1	M1
XM_067090662.1	M1
XM_067090674.1	M4
XM_067090676.1	M5
XM_067090678.1	M3
XM_067090679.1	M1
XM_067090682.1	M1
XM_067090688.1	M5
XM_067090690.1	M1
XM_067090691.1	M1
XM_067090693.1	M3
XM_067090694.1	M3
XM_067090695.1	M1
XM_067090697.1	M1
XM_067090698.1	M1
XM_067090709.1	M1
XM_067090710.1	M1
XM_067090716.1	M1
XM_067090718.1	M2
XM_067090719.1	M4
XM_067090721.1	M3
XM_067090723.1	M1
XM_067090727.1	M4
XM_067090733.1	M2
XM_067090737.1	M1
XM_067090742.1	M2
XM_067090743.1	M2
XM_067090747.1	M8
XM_067090749.1	M8
XM_067090750.1	M1
XM_067090751.1	M1
XM_067090752.1	M1
XM_067090755.1	M1
XM_067090758.1	M1
XM_067090759.1	M8
XM_067090762.1	M8
XM_067090769.1	M1
XM_067090770.1	M1
XM_067090771.1	M1
XM_067090773.1	M1
XM_067090782.1	M7
XM_067090786.1	M7
XM_067090787.1	M7
XM_067090788.1	M1
XM_067090789.1	M7
XM_067090791.1	M1
XM_067090792.1	M1
XM_067090794.1	M2
XM_067090796.1	M3
XM_067090798.1	M1
XM_067090806.1	M1
XM_067090811.1	M2
XM_067090818.1	M5
XM_067090833.1	M5
XM_067090838.1	M1
XM_067090839.1	M2
XM_067090840.1	M4
XM_067090845.1	M2
XM_067090847.1	M1
XM_067090848.1	M1
XM_067090854.1	M7
XM_067090862.1	M4
XM_067090866.1	M8
XM_067090873.1	M1
XM_067090880.1	M7
XM_067090884.1	M9
XM_067090890.1	M1
XM_067090908.1	M2
XM_067090909.1	M13
XM_067090910.1	M13
XM_067090911.1	M4
XM_067090918.1	M2
XM_067090919.1	M16
XM_067090925.1	M2
XM_067090927.1	M1
XM_067090932.1	M6
XM_067090952.1	M0
XM_067090964.1	M1
XM_067090968.1	M1
XM_067090976.1	M1
XM_067090995.1	M1
XM_067091027.1	M1
XM_067091056.1	M1
XM_067091060.1	M3
XM_067091070.1	M1
XM_067091074.1	M7
XM_067091075.1	M1
XM_067091080.1	M1
XM_067091092.1	M1
XM_067091098.1	M1
XM_067091100.1	M1
XM_067091102.1	M4
XM_067091123.1	M2
XM_067091124.1	M1
XM_067091125.1	M2
XM_067091126.1	M2
XM_067091127.1	M9
XM_067091128.1	M1
XM_067091129.1	M1
XM_067091130.1	M2
XM_067091131.1	M2
XM_067091133.1	M1
XM_067091153.1	M5
XM_067091156.1	M3
XM_067091157.1	M5
XM_067091161.1	M1
XM_067091162.1	M1
XM_067091163.1	M1
XM_067091169.1	M1
XM_067091171.1	M1
XM_067091174.1	M1
XM_067091177.1	M2
XM_067091178.1	M2
XM_067091180.1	M1
XM_067091181.1	M1
XM_067091187.1	M5
XM_067091188.1	M1
XM_067091189.1	M1
XM_067091190.1	M8
XM_067091191.1	M2
XM_067091193.1	M4
XM_067091195.1	M1
XM_067091198.1	M1
XM_067091200.1	M3
XM_067091203.1	M8
XM_067091207.1	M1
XM_067091210.1	M1
XM_067091211.1	M2
XM_067091216.1	M1
XM_067091217.1	M6
XM_067091219.1	M1
XM_067091220.1	M1
XM_067091223.1	M1
XM_067091224.1	M1
XM_067091228.1	M1
XM_067091235.1	M1
XM_067091236.1	M1
XM_067091240.1	M1
XM_067091241.1	M1
XM_067091246.1	M1
XM_067091248.1	M4
XM_067091259.1	M1
XM_067091266.1	M1
XM_067091274.1	M1
XM_067091277.1	M6
XM_067091279.1	M1
XM_067091282.1	M0
XM_067091283.1	M1
XM_067091284.1	M2
XM_067091285.1	M14
XM_067091287.1	M7
XM_067091288.1	M1
XM_067091289.1	M0
XM_067091291.1	M1
XM_067091294.1	M1
XM_067091295.1	M1
XM_067091297.1	M1
XM_067091298.1	M1
XM_067091307.1	M1
XM_067091308.1	M1
XM_067091311.1	M3
XM_067091314.1	M1
XM_067091318.1	M0
XM_067091321.1	M1
XM_067091322.1	M6
XM_067091326.1	M1
XM_067091327.1	M2
XM_067091328.1	M2
XM_067091332.1	M7
XM_067091344.1	M1
XM_067091351.1	M1
XM_067091353.1	M1
XM_067091356.1	M1
XM_067091358.1	M14
XM_067091371.1	M5
XM_067091373.1	M5
XM_067091374.1	M1
XM_067091375.1	M4
XM_067091376.1	M1
XM_067091378.1	M1
XM_067091379.1	M4
XM_067091381.1	M2
XM_067091382.1	M2
XM_067091383.1	M1
XM_067091386.1	M10
XM_067091388.1	M1
XM_067091389.1	M1
XM_067091395.1	M1
XM_067091399.1	M1
XM_067091401.1	M7
XM_067091403.1	M7
XM_067091404.1	M7
XM_067091408.1	M4
XM_067091409.1	M6
XM_067091411.1	M2
XM_067091416.1	M7
XM_067091417.1	M7
XM_067091418.1	M7
XM_067091419.1	M7
XM_067091420.1	M2
XM_067091436.1	M9
XM_067091437.1	M1
XM_067091445.1	M1
XM_067091446.1	M1
XM_067091447.1	M1
XM_067091448.1	M3
XM_067091471.1	M0
XM_067091485.1	M0
XM_067091498.1	M2
XM_067091501.1	M7
XM_067091503.1	M7
XM_067091504.1	M7
XM_067091505.1	M2
XM_067091506.1	M2
XM_067091507.1	M1
XM_067091508.1	M8
XM_067091509.1	M3
XM_067091510.1	M5
XM_067091511.1	M5
XM_067091512.1	M5
XM_067091513.1	M4
XM_067091518.1	M1
XM_067091521.1	M14
XM_067091522.1	M1
XM_067091523.1	M1
XM_067091529.1	M1
XM_067091531.1	M8
XM_067091538.1	M2
XM_067091547.1	M1
XM_067091552.1	M18
XM_067091559.1	M17
XM_067091568.1	M3
XM_067091571.1	M4
XM_067091573.1	M1
XM_067091576.1	M2
XM_067091580.1	M3
XM_067091581.1	M1
XM_067091586.1	M2
XM_067091588.1	M2
XM_067091589.1	M2
XM_067091593.1	M2
XM_067091621.1	M2
XM_067091622.1	M2
XM_067091625.1	M4
XM_067091627.1	M1
XM_067091630.1	M1
XM_067091632.1	M1
XM_067091633.1	M1
XM_067091636.1	M2
XM_067091638.1	M8
XM_067091639.1	M0
XM_067091642.1	M8
XM_067091644.1	M2
XM_067091647.1	M1
XM_067091651.1	M1
XM_067091654.1	M1
XM_067091655.1	M1
XM_067091656.1	M1
XM_067091661.1	M1
XM_067091665.1	M4
XM_067091666.1	M6
XM_067091671.1	M7
XM_067091673.1	M1
XM_067091674.1	M6
XM_067091675.1	M3
XM_067091676.1	M4
XM_067091678.1	M1
XM_067091679.1	M1
XM_067091682.1	M1
XM_067091683.1	M1
XM_067091695.1	M1
XM_067091698.1	M1
XM_067091699.1	M6
XM_067091714.1	M1
XM_067091715.1	M1
XM_067091727.1	M1
XM_067091733.1	M6
XM_067091736.1	M1
XM_067091737.1	M2
XM_067091741.1	M1
XM_067091745.1	M1
XM_067091747.1	M7
XM_067091748.1	M7
XM_067091749.1	M2
XM_067091754.1	M2
XM_067091756.1	M7
XM_067091757.1	M2
XM_067091758.1	M2
XM_067091759.1	M7
XM_067091760.1	M2
XM_067091768.1	M1
XM_067091774.1	M1
XM_067091776.1	M1
XM_067091777.1	M1
XM_067091778.1	M1
XM_067091783.1	M1
XM_067091789.1	M1
XM_067091790.1	M1
XM_067091791.1	M1
XM_067091793.1	M1
XM_067091795.1	M1
XM_067091796.1	M1
XM_067091797.1	M3
XM_067091798.1	M1
XM_067091799.1	M1
XM_067091806.1	M1
XM_067091807.1	M3
XM_067091808.1	M6
XM_067091809.1	M1
XM_067091810.1	M1
XM_067091820.1	M1
XM_067091821.1	M4
XM_067091822.1	M1
XM_067091833.1	M1
XM_067091843.1	M2
XM_067091844.1	M2
XM_067091866.1	M14
XM_067091868.1	M1
XM_067091871.1	M1
XM_067091874.1	M1
XM_067091875.1	M1
XM_067091876.1	M1
XM_067091877.1	M1
XM_067091880.1	M1
XM_067091882.1	M1
XM_067091883.1	M1
XM_067091889.1	M4
XM_067091891.1	M2
XM_067091902.1	M1
XM_067091908.1	M4
XM_067091911.1	M1
XM_067091912.1	M3
XM_067091921.1	M1
XM_067091930.1	M1
XM_067091934.1	M3
XM_067091948.1	M8
XM_067091953.1	M1
XM_067091957.1	M1
XM_067091960.1	M1
XM_067091961.1	M2
XM_067091963.1	M5
XM_067091964.1	M5
XM_067091966.1	M1
XM_067091967.1	M1
XM_067091969.1	M1
XM_067091971.1	M1
XM_067091972.1	M1
XM_067091973.1	M1
XM_067091981.1	M2
XM_067091982.1	M2
XM_067091983.1	M2
XM_067091984.1	M2
XM_067091985.1	M1
XM_067091990.1	M3
XM_067091992.1	M1
XM_067091993.1	M3
XM_067091994.1	M1
XM_067091995.1	M4
XM_067092002.1	M8
XM_067092013.1	M3
XM_067092015.1	M3
XM_067092017.1	M2
XM_067092023.1	M1
XM_067092027.1	M1
XM_067092029.1	M1
XM_067092031.1	M7
XM_067092032.1	M2
XM_067092034.1	M2
XM_067092038.1	M1
XM_067092041.1	M1
XM_067092042.1	M1
XM_067092043.1	M3
XM_067092047.1	M1
XM_067092050.1	M1
XM_067092051.1	M1
XM_067092052.1	M6
XM_067092053.1	M2
XM_067092055.1	M4
XM_067092056.1	M3
XM_067092059.1	M2
XM_067092060.1	M2
XM_067092061.1	M2
XM_067092062.1	M1
XM_067092063.1	M6
XM_067092066.1	M2
XM_067092067.1	M4
XM_067092068.1	M4
XM_067092069.1	M4
XM_067092083.1	M3
XM_067092086.1	M1
XM_067092089.1	M1
XM_067092091.1	M1
XM_067092092.1	M1
XM_067092094.1	M7
XM_067092097.1	M1
XM_067092098.1	M4
XM_067092102.1	M2
XM_067092104.1	M2
XM_067092105.1	M2
XM_067092110.1	M1
XM_067092113.1	M1
XM_067092115.1	M3
XM_067092125.1	M1
XM_067092126.1	M1
XM_067092127.1	M2
XM_067092129.1	M1
XM_067092130.1	M1
XM_067092131.1	M1
XM_067092132.1	M1
XM_067092134.1	M1
XM_067092136.1	M3
XM_067092138.1	M1
XM_067092139.1	M2
XM_067092141.1	M3
XM_067092142.1	M1
XM_067092143.1	M1
XM_067092154.1	M2
XM_067092156.1	M2
XM_067092166.1	M1
XM_067092167.1	M1
XM_067092168.1	M1
XM_067092170.1	M1
XM_067092173.1	M2
XM_067092174.1	M1
XM_067092175.1	M1
XM_067092177.1	M1
XM_067092181.1	M6
XM_067092193.1	M5
XM_067092195.1	M9
XM_067092196.1	M5
XM_067092197.1	M5
XM_067092200.1	M2
XM_067092211.1	M11
XM_067092226.1	M10
XM_067092239.1	M2
XM_067092246.1	M1
XM_067092249.1	M4
XM_067092250.1	M1
XM_067092252.1	M1
XM_067092260.1	M1
XM_067092272.1	M2
XM_067092274.1	M2
XM_067092275.1	M3
XM_067092276.1	M8
XM_067092297.1	M1
XM_067092305.1	M1
XM_067092311.1	M1
XM_067092317.1	M1
XM_067092321.1	M7
XM_067092331.1	M2
XM_067092332.1	M2
XM_067092334.1	M2
XM_067092335.1	M8
XM_067092351.1	M7
XM_067092353.1	M2
XM_067092361.1	M1
XM_067092369.1	M2
XM_067092393.1	M1
XM_067092405.1	M1
XM_067092438.1	M1
XM_067092471.1	M3
XM_067092512.1	M1
XM_067092517.1	M1
XM_067092518.1	M1
XM_067092519.1	M2
XM_067092520.1	M1
XM_067092521.1	M1
XM_067092523.1	M7
XM_067092528.1	M7
XM_067092529.1	M7
XM_067092532.1	M1
XM_067092534.1	M1
XM_067092535.1	M1
XM_067092541.1	M1
XM_067092546.1	M1
XM_067092549.1	M1
XM_067092550.1	M1
XM_067092554.1	M3
XM_067092555.1	M6
XM_067092558.1	M1
XM_067092568.1	M1
XM_067092569.1	M2
XM_067092571.1	M1
XM_067092572.1	M3
XM_067092574.1	M2
XM_067092575.1	M1
XM_067092577.1	M1
XM_067092578.1	M3
XM_067092580.1	M2
XM_067092586.1	M8
XM_067092587.1	M1
XM_067092592.1	M3
XM_067092595.1	M4
XM_067092596.1	M1
XM_067092604.1	M4
XM_067092606.1	M2
XM_067092607.1	M3
XM_067092610.1	M1
XM_067092613.1	M1
XM_067092619.1	M2
XM_067092634.1	M0
XM_067092655.1	M4
XM_067092656.1	M3
XM_067092658.1	M4
XM_067092659.1	M4
XM_067092661.1	M11
XM_067092664.1	M5
XM_067092673.1	M1
XM_067092674.1	M2
XM_067092675.1	M1
XM_067092678.1	M1
XM_067092681.1	M6
XM_067092687.1	M4
XM_067092703.1	M0
XM_067092706.1	M1
XM_067092707.1	M1
XM_067092708.1	M1
XM_067092709.1	M1
XM_067092713.1	M2
XM_067092716.1	M2
XM_067092717.1	M2
XM_067092718.1	M2
XM_067092723.1	M2
XM_067092724.1	M10
XM_067092725.1	M10
XM_067092726.1	M2
XM_067092741.1	M9
XM_067092748.1	M2
XM_067092749.1	M8
XM_067092751.1	M6
XM_067092752.1	M1
XM_067092770.1	M1
XM_067092784.1	M3
XM_067092786.1	M11
XM_067092793.1	M1
XM_067092797.1	M1
XM_067092805.1	M1
XM_067092812.1	M1
XM_067092813.1	M1
XM_067092815.1	M1
XM_067092820.1	M1
XM_067092821.1	M1
XM_067092822.1	M1
XM_067092824.1	M1
XM_067092826.1	M5
XM_067092827.1	M1
XM_067092838.1	M1
XM_067092841.1	M1
XM_067092845.1	M1
XM_067092846.1	M4
XM_067092850.1	M1
XM_067092873.1	M1
XM_067092879.1	M8
XM_067092881.1	M1
XM_067092882.1	M15
XM_067092883.1	M5
XM_067092887.1	M1
XM_067092896.1	M2
XM_067092909.1	M2
XM_067092911.1	M8
XM_067092914.1	M6
XM_067092915.1	M1
XM_067092917.1	M1
XM_067092926.1	M3
XM_067092927.1	M1
XM_067092932.1	M1
XM_067092936.1	M9
XM_067092937.1	M1
XM_067092938.1	M1
XM_067092941.1	M1
XM_067092946.1	M3
XM_067092947.1	M4
XM_067092950.1	M1
XM_067092953.1	M3
XM_067092972.1	M3
XM_067092981.1	M5
XM_067092988.1	M0
XM_067092991.1	M1
XM_067092992.1	M5
XM_067092993.1	M5
XM_067093011.1	M2
XM_067093015.1	M1
XM_067093026.1	M6
XM_067093027.1	M1
XM_067093042.1	M3
XM_067093043.1	M5
XM_067093049.1	M1
XM_067093050.1	M1
XM_067093054.1	M1
XM_067093056.1	M1
XM_067093059.1	M4
XM_067093060.1	M5
XM_067093063.1	M4
XM_067093076.1	M4
XM_067093082.1	M1
XM_067093084.1	M1
XM_067093089.1	M1
XM_067093092.1	M3
XM_067093096.1	M3
XM_067093104.1	M1
XM_067093107.1	M4
XM_067093108.1	M2
XM_067093113.1	M1
XM_067093115.1	M5
XM_067093116.1	M1
XM_067093119.1	M3
XM_067093123.1	M1
XM_067093129.1	M7
XM_067093130.1	M4
XM_067093132.1	M1
XM_067093133.1	M1
XM_067093134.1	M1
XM_067093137.1	M1
XM_067093140.1	M3
XM_067093143.1	M2
XM_067093144.1	M1
XM_067093147.1	M1
XM_067093149.1	M1
XM_067093150.1	M1
XM_067093151.1	M3
XM_067093153.1	M1
XM_067093157.1	M1
XM_067093161.1	M2
XM_067093162.1	M2
XM_067093163.1	M1
XM_067093165.1	M2
XM_067093166.1	M1
XM_067093169.1	M1
XM_067093170.1	M1
XM_067093171.1	M1
XM_067093174.1	M1
XM_067093175.1	M1
XM_067093177.1	M1
XM_067093191.1	M1
XM_067093192.1	M1
XM_067093194.1	M9
XM_067093202.1	M1
XM_067093203.1	M1
XM_067093206.1	M2
XM_067093208.1	M1
XM_067093210.1	M1
XM_067093212.1	M4
XM_067093213.1	M4
XM_067093214.1	M12
XM_067093216.1	M7
XM_067093224.1	M10
XM_067093225.1	M1
XM_067093226.1	M1
XM_067093237.1	M2
XM_067093242.1	M2
XM_067093244.1	M4
XM_067093245.1	M1
XM_067093250.1	M2
XM_067093252.1	M3
XM_067093254.1	M8
XM_067093266.1	M1
XM_067093273.1	M1
XM_067093279.1	M5
XM_067093281.1	M1
XM_067093286.1	M1
XM_067093293.1	M2
XM_067093312.1	M1
XM_067093316.1	M2
XM_067093318.1	M3
XM_067093324.1	M2
XM_067093354.1	M1
XM_067093356.1	M6
XM_067093358.1	M1
XM_067093359.1	M1
XM_067093365.1	M3
XM_067093366.1	M1
XM_067093372.1	M1
XM_067093378.1	M1
XM_067093385.1	M4
XM_067093392.1	M1
XM_067093393.1	M4
XM_067093394.1	M1
XM_067093395.1	M2
XM_067093396.1	M1
XM_067093397.1	M2
XM_067093398.1	M13
XM_067093400.1	M3
XM_067093402.1	M1
XM_067093408.1	M1
XM_067093410.1	M1
XM_067093411.1	M4
XM_067093413.1	M1
XM_067093414.1	M1
XM_067093424.1	M2
XM_067093426.1	M6
XM_067093428.1	M1
XM_067093429.1	M4
XM_067093430.1	M5
XM_067093431.1	M7
XM_067093432.1	M7
XM_067093435.1	M1
XM_067093443.1	M1
XM_067093444.1	M7
XM_067093445.1	M4
XM_067093446.1	M4
XM_067093447.1	M1
XM_067093448.1	M1
XM_067093449.1	M1
XM_067093451.1	M8
XM_067093453.1	M2
XM_067093454.1	M1
XM_067093457.1	M3
XM_067093458.1	M6
XM_067093459.1	M1
XM_067093460.1	M1
XM_067093461.1	M5
XM_067093469.1	M1
XM_067093480.1	M1
XM_067093483.1	M4
XM_067093510.1	M4
XM_067093513.1	M4
XM_067093516.1	M2
XM_067093517.1	M1
XM_067093521.1	M1
XM_067093524.1	M2
XM_067093525.1	M4
XM_067093527.1	M1
XM_067093529.1	M10
XM_067093530.1	M3
XM_067093532.1	M1
XM_067093534.1	M1
XM_067093535.1	M1
XM_067093537.1	M1
XM_067093539.1	M2
XM_067093540.1	M2
XM_067093541.1	M1
XM_067093542.1	M1
XM_067093543.1	M1
XM_067093545.1	M1
XM_067093546.1	M1
XM_067093547.1	M1
XM_067093550.1	M1
XM_067093551.1	M1
XM_067093552.1	M1
XM_067093553.1	M1
XM_067093556.1	M0
XM_067093558.1	M1
XM_067093560.1	M6
XM_067093561.1	M1
XM_067093562.1	M1
XM_067093563.1	M5
XM_067093564.1	M1
XM_067093565.1	M1
XM_067093566.1	M3
XM_067093568.1	M3
XM_067093573.1	M1
XM_067093575.1	M2
XM_067093576.1	M2
XM_067093577.1	M1
XM_067093578.1	M1
XM_067093579.1	M2
XM_067093580.1	M4
XM_067093582.1	M1
XM_067093600.1	M2
XM_067093606.1	M1
XM_067093609.1	M2
XM_067093612.1	M1
XM_067093614.1	M2
XM_067093615.1	M2
XM_067093616.1	M2
XM_067093618.1	M5
XM_067093621.1	M9
XM_067093625.1	M7
XM_067093626.1	M4
XM_067093627.1	M5
XM_067093630.1	M4
XM_067093632.1	M1
XM_067093633.1	M1
XM_067093635.1	M1
XM_067093636.1	M5
XM_067093638.1	M1
XM_067093641.1	M5
XM_067093645.1	M1
XM_067093647.1	M3
XM_067093648.1	M1
XM_067093651.1	M2
XM_067093652.1	M2
XM_067093653.1	M1
XM_067093655.1	M7
XM_067093656.1	M2
XM_067093657.1	M1
XM_067093661.1	M1
XM_067093662.1	M1
XM_067093675.1	M2
XM_067093686.1	M1
XM_067093687.1	M2
XM_067093698.1	M1
XM_067093714.1	M3
XM_067093722.1	M9
XM_067093723.1	M3
XM_067093766.1	M7
XM_067093777.1	M1
XM_067093779.1	M1
XM_067093790.1	M7
XM_067093793.1	M3
XM_067093807.1	M2
XM_067093808.1	M4
XM_067093812.1	M4
XM_067093813.1	M2
XM_067093818.1	M1
XM_067093819.1	M4
XM_067093820.1	M1
XM_067093824.1	M1
XM_067093828.1	M1
XM_067093831.1	M2
XM_067093842.1	M1
XM_067093844.1	M3
XM_067093847.1	M1
XM_067093849.1	M3
XM_067093857.1	M1
XM_067093862.1	M1
XM_067093863.1	M1
XM_067093866.1	M1
XM_067093867.1	M2
XM_067093870.1	M5
XM_067093871.1	M2
XM_067093872.1	M1
XM_067093874.1	M1
XM_067093879.1	M2
XM_067093880.1	M2
XM_067093883.1	M3
XM_067093886.1	M3
XM_067093887.1	M1
XM_067093891.1	M1
XM_067093902.1	M2
XM_067093906.1	M4
XM_067093907.1	M7
XM_067093909.1	M2
XM_067093911.1	M1
XM_067093912.1	M5
XM_067093913.1	M1
XM_067093914.1	M1
XM_067093919.1	M1
XM_067093921.1	M2
XM_067093922.1	M7
XM_067093923.1	M4
XM_067093924.1	M6
XM_067093925.1	M1
XM_067093926.1	M8
XM_067093931.1	M8
XM_067093934.1	M2
XM_067093937.1	M1
XM_067093942.1	M2
XM_067093951.1	M1
XM_067093952.1	M1
XM_067093953.1	M1
XM_067093957.1	M7
XM_067093958.1	M2
XM_067093960.1	M1
XM_067093976.1	M1
XM_067093977.1	M1
XM_067093978.1	M1
XM_067093980.1	M1
XM_067094038.1	M1
XM_067094039.1	M1
XM_067094044.1	M1
XM_067094062.1	M1
XM_067094065.1	M1
XM_067094069.1	M5
XM_067094071.1	M7
XM_067094072.1	M4
XM_067094075.1	M1
XM_067094076.1	M1
XM_067094079.1	M1
XM_067094082.1	M1
XM_067094095.1	M1
XM_067094096.1	M2
XM_067094106.1	M1
XM_067094108.1	M1
XM_067094109.1	M1
XM_067094115.1	M1
XM_067094138.1	M3
XM_067094140.1	M11
XM_067094151.1	M1
XM_067094153.1	M1
XM_067094154.1	M7
XM_067094156.1	M2
XM_067094157.1	M1
XM_067094159.1	M1
XM_067094161.1	M1
XM_067094164.1	M1
XM_067094165.1	M1
XM_067094166.1	M1
XM_067094167.1	M3
XM_067094168.1	M7
XM_067094205.1	M2
XM_067094226.1	M1
XM_067094227.1	M1
XM_067094229.1	M1
XM_067094230.1	M2
XM_067094233.1	M2
XM_067094236.1	M3
XM_067094237.1	M3
XM_067094238.1	M2
XM_067094241.1	M1
XM_067094245.1	M1
XM_067094246.1	M3
XM_067094249.1	M2
XM_067094250.1	M1
XM_067094251.1	M2
XM_067094252.1	M1
XM_067094255.1	M2
XM_067094256.1	M3
XM_067094257.1	M3
XM_067094258.1	M3
XM_067094259.1	M16
XM_067094260.1	M6
XM_067094263.1	M4
XM_067094268.1	M1
XM_067094281.1	M1
XM_067094286.1	M3
XM_067094287.1	M1
XM_067094288.1	M1
XM_067094289.1	M1
XM_067094293.1	M1
XM_067094297.1	M6
XM_067094303.1	M1
XM_067094304.1	M1
XM_067094305.1	M1
XM_067094306.1	M2
XM_067094308.1	M2
XM_067094309.1	M1
XM_067094311.1	M1
XM_067094319.1	M12
XM_067094335.1	M1
XM_067094336.1	M1
XM_067094339.1	M1
XM_067094341.1	M5
XM_067094342.1	M1
XM_067094343.1	M1
XM_067094344.1	M3
XM_067094346.1	M1
XM_067094349.1	M4
XM_067094352.1	M1
XM_067094356.1	M3
XM_067094358.1	M1
XM_067094385.1	M5
XM_067094388.1	M1
XM_067094391.1	M17
XM_067094400.1	M1
XM_067094404.1	M7
XM_067094407.1	M6
XM_067094414.1	M9
XM_067094423.1	M1
XM_067094437.1	M2
XM_067094439.1	M1
XM_067094456.1	M2
XM_067094468.1	M2
XM_067094475.1	M2
XM_067094480.1	M2
XM_067094481.1	M2
XM_067094485.1	M1
XM_067094487.1	M1
XM_067094488.1	M9
XM_067094491.1	M4
XM_067094502.1	M1
XM_067094531.1	M7
XM_067094533.1	M13
XM_067094564.1	M4
XM_067094569.1	M1
XM_067094582.1	M1
XM_067094591.1	M11
XM_067094593.1	M2
XM_067094594.1	M1
XM_067094598.1	M2
XM_067094603.1	M5
XM_067094605.1	M1
XM_067094662.1	M1
XM_067094664.1	M1
XM_067094665.1	M1
XM_067094671.1	M14
XM_067094689.1	M1
XM_067094692.1	M1
XM_067094696.1	M1
XM_067094697.1	M1
XM_067094700.1	M1
XM_067094724.1	M12
XM_067094737.1	M9
XM_067094739.1	M1
XM_067094740.1	M9
XM_067094762.1	M1
XM_067094769.1	M4
XM_067094776.1	M1
XM_067094786.1	M1
XM_067094793.1	M2
XM_067094797.1	M5
XM_067094798.1	M2
XM_067094802.1	M2
XM_067094804.1	M2
XM_067094805.1	M1
XM_067094808.1	M1
XM_067094809.1	M1
XM_067094810.1	M3
XM_067094818.1	M3
XM_067094826.1	M1
XM_067094830.1	M3
XM_067094831.1	M1
XM_067094832.1	M1
XM_067094841.1	M1
XM_067094842.1	M1
XM_067094846.1	M7
XM_067094847.1	M7
XM_067094850.1	M1
XM_067094851.1	M2
XM_067094852.1	M10
XM_067094854.1	M1
XM_067094855.1	M2
XM_067094856.1	M2
XM_067094857.1	M2
XM_067094858.1	M2
XM_067094859.1	M7
XM_067094863.1	M1
XM_067094872.1	M12
XM_067094875.1	M1
XM_067094876.1	M2
XM_067094877.1	M1
XM_067094878.1	M1
XM_067094880.1	M1
XM_067094881.1	M4
XM_067094882.1	M4
XM_067094883.1	M5
XM_067094885.1	M5
XM_067094890.1	M6
XM_067094891.1	M2
XM_067094892.1	M4
XM_067094893.1	M1
XM_067094900.1	M2
XM_067094905.1	M1
XM_067094928.1	M2
XM_067094931.1	M1
XM_067094937.1	M1
XM_067094938.1	M1
XM_067094940.1	M1
XM_067094941.1	M1
XM_067094943.1	M8
XM_067094945.1	M3
XM_067094947.1	M1
XM_067094948.1	M1
XM_067094951.1	M1
XM_067094965.1	M2
XM_067094978.1	M3
XM_067094987.1	M2
XM_067094990.1	M3
XM_067094991.1	M4
XM_067094992.1	M11
XM_067094996.1	M1
XM_067094999.1	M1
XM_067095033.1	M4
XM_067095038.1	M2
XM_067095044.1	M4
XM_067095058.1	M6
XM_067095062.1	M1
XM_067095067.1	M1
XM_067095090.1	M5
XM_067095093.1	M1
XM_067095096.1	M1
XM_067095097.1	M1
XM_067095100.1	M1
XM_067095104.1	M8
XM_067095105.1	M1
XM_067095114.1	M1
XM_067095118.1	M1
XM_067095119.1	M1
XM_067095120.1	M2
XM_067095121.1	M2
XM_067095122.1	M1
XM_067095123.1	M0
XM_067095124.1	M7
XM_067095125.1	M1
XM_067095126.1	M1
XM_067095127.1	M1
XM_067095130.1	M2
XM_067095131.1	M1
XM_067095132.1	M3
XM_067095133.1	M1
XM_067095136.1	M1
XM_067095138.1	M1
XM_067095139.1	M6
XM_067095140.1	M14
XM_067095142.1	M1
XM_067095145.1	M1
XM_067095152.1	M2
XM_067095168.1	M4
XM_067095169.1	M3
XM_067095170.1	M2
XM_067095171.1	M1
XM_067095178.1	M11
XM_067095180.1	M3
XM_067095182.1	M6
XM_067095184.1	M2
XM_067095187.1	M2
XM_067095190.1	M1
XM_067095191.1	M1
XM_067095192.1	M1
XM_067095193.1	M1
XM_067095197.1	M1
XM_067095198.1	M1
XM_067095202.1	M4
XM_067095204.1	M2
XM_067095205.1	M2
XM_067095206.1	M2
XM_067095215.1	M1
XM_067095217.1	M1
XM_067095223.1	M1
XM_067095224.1	M1
XM_067095225.1	M2
XM_067095226.1	M1
XM_067095232.1	M3
XM_067095234.1	M1
XM_067095235.1	M3
XM_067095236.1	M1
XM_067095238.1	M1
XM_067095239.1	M1
XM_067095242.1	M3
XM_067095243.1	M3
XM_067095244.1	M1
XM_067095245.1	M1
XM_067095247.1	M1
XM_067095248.1	M4
XM_067095250.1	M3
XM_067095251.1	M6
XM_067095253.1	M2
XM_067095254.1	M1
XM_067095256.1	M8
XM_067095257.1	M5
XM_067095258.1	M0
XM_067095259.1	M8
XM_067095260.1	M3
XM_067095263.1	M1
XM_067095264.1	M1
XM_067095270.1	M6
XM_067095271.1	M6
XM_067095272.1	M6
XM_067095274.1	M6
XM_067095283.1	M6
XM_067095290.1	M2
XM_067095299.1	M1
XM_067095302.1	M3
XM_067095306.1	M2
XM_067095307.1	M1
XM_067095311.1	M1
XM_067095315.1	M2
XM_067095318.1	M2
XM_067095319.1	M2
XM_067095331.1	M7
XM_067095333.1	M5
XM_067095334.1	M1
XM_067095339.1	M1
XM_067095340.1	M2
XM_067095341.1	M2
XM_067095342.1	M5
